year,sentence,key_word
2014,"Pour  sa  part  ,  Charles  Castel  ,  gouverneur  de  la  Banque  Centrale  ,  a  annoncé  la  mise  sur  le  marché  de  47  millions  de  billets  ,  en  petite  coupure  de  20  gourdes  ,  pour  la  fin  de  l'  année  2013  ,  dans  la  perspective  de  pallier  les  problèmes  de  monnaie  ,  auxquels  sont  confrontés  les  commerçantes  et  commerçants  .",pallier
2014,Dortmund  cherche  aussi  au  défenseur  central  pour  pallier  la  longue  absence  de  Subotic  .,pallier
2014,"Ensuite  ,  la  Banque  Publique  d'  Investissement  (  bpifrance  )  ,  filiale  de  la  Caisse  des  Dépôts  regroupant  OSEO  ,  CDC  Entreprises  et  le  Fonds  Stratégique  d'  Investissement  ,  vise  à  pallier  le  manque  de  financements  pour  les  entreprises  innovantes  ou  de  tailles  intermédiaires  .",pallier
2014,"L'  entreprise  ,  fondée  par  le  chirurgien  Alain  Carpentier  ,  mondialement  connu  pour  avoir  inventé  les  valves  cardiaques  Carpentier-Edwards  ,  veut  pallier  le  manque  notoire  de  greffons  dont  sont  victimes  des  dizaines  de  milliers  de  personnes  souffrant  d'  insuffisance  cardiaque  avancée  .",pallier
2014,La  finance  solidaire  se  distingue  du  microcrédit  à  la  fois  par  sa  destination  (  financement  collectif  et  non  individuel  )  et  par  sa  fonction  (  augmenter  le  capital  social  des  bénéficiaires  et  non  pallier  les  déficiences  d'  offre  du  système  bancaire  traditionnel  )  .,pallier
2014,"Pour  pallier  ces  dysfonctionnements  ,  la  finance  solidaire  s'  appuie  sur  des  réseaux  de  financement  alternatifs  qui  supportent  les  risques  ,  ainsi  que  des  coûts  de  gestion  et  d'  accompagnement  élevés  ,  et  fournissent  aux  entreprises  des  crédits  ,  des  garanties  et  des  apports  en  fonds  propres  .",pallier
2014,"""  Cette  première  implantation  s'  est  déroulée  de  façon  satisfaisante  ,  la  prothèse  assurant  automatiquement  une  circulation  [  sanguine  ]  normale  à  un  débit  physiologique  ""  ont  annoncé  vendredi  le  fabricant  du  dispositif  et  l'  équipe  de  l'  Hôpital  Georges-Pompidou  qui  a  procédé  à  la  délicate  intervention  sous  la  direction  du  professeur  Alain  Carpentier  ,  inventeur  de  valves  cardiaques  de  substitution  dès  la  fin  des  années  60  et  père  de  ce  prototype  qui  pourrait  pallier  le  manque  de  dons  d'  organes  .",pallier
2014,"En  attendant  ,  autre  moyen  pour  pallier  les  manques  (  de  places  et  d'  enseignants  )  ,  l'  expérience  UC  @  Mooc  .",pallier
2014," Pallier  le  niveau  de  français  insuffisant  de  certains  étudiants  ,  réduire  l'  impact  de  l'  augmentation  des  effectifs  sur  le  rendement  interne  et  faciliter  la  prise  en  charge  et  l'  intégration  des  nouveaux  inscrits  .",pallier
2014,"Dolphin  considère  que  le  gouvernement  de  coalition  ,  en  encourageant  cette  bulle  ,  ne  cherche  qu'  à  pallier  les  défaillances  d'  un  système  économique  vicié  à  la  base  :  ce  système  n'  est  plus  conçu  selon  lui  pour  améliorer  le  sort  du  plus  grand  nombre  ,  mais  pour  favoriser  les  plus  riches  .",pallier
2014,"Et  c'  est  normal  :  en  termes  de  progression  ,  il  y  a  toujours  un  moment  où  le  jeune  doit  franchir  un  pallier  .",pallier
2014,"Dans  cette  prouesse  technologique  dont  l'  objectif  vise  à  pallier  le  manque  de  greffons  humains  ,  la  société  marnaise  Axon  '  Cable  implantée  à  Montmirail  a  joué  un  rôle  essentiel  en  produisant  des  connecteurs  et  des  câbles  .",pallier
